code_id, code_header_id, code_name, code_description, code_sort_order, valid_from, valid_to, created_at,updated_at, created_by_user_id, updated_by_user_id
3007,58,C,Call,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3008,59,C,Call,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3009,60,V,Visual,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3010,60,S,Song,3,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3011,61,SETUP,Setup,,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3012,74,1,Vancouver Island,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3013,74,4,Kootenay,4,2000-12-13 00:00:00,2018-12-19 00:00:00,2000-12-13 00:00:00,2018-12-19 00:00:00,1,1
3014,74,6,Skeena,6,2000-12-13 00:00:00,2018-12-19 00:00:00,2000-12-13 00:00:00,2018-12-19 00:00:00,1,1
3015,85,LN,Low number,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3016,87,H,High,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3017,87,M,Moderate,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3018,89,AERIAL,Aerial,4,2000-12-13 00:00:00,2020-03-20 00:00:00,2000-12-13 00:00:00,2020-03-20 00:00:00,1,1
3019,92,35-70,35-70%,3,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3020,94,K,Compacted morainal material,3,2000-12-13 00:00:00,2015-07-16 00:00:00,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
3021,94,X,Excessive accumulation of chemicals,6,2000-12-13 00:00:00,2015-07-16 00:00:00,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
3022,95,2,Herb,5,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3023,95,4,Pole/Sapling,13,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3024,95,7,Old Forest,16,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3025,95,1B,Sparse,3,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3026,95,2B,Graminoid-dominated,7,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3027,95,3A,Low shrub,11,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3028,99,MOR,Mor,1,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3029,99,MULL,Mull,3,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3030,99,MODER,Moder,2,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3031,74,2,Lower Mainland,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3032,74,3,Thompson,3,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3033,74,5,Cariboo,5,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3034,85,HN,High number,3,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3035,85,MN,Moderate number,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3036,87,L,Low,3,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3037,87,T,Trace,4,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3038,89,BOAT,Boat,3,2000-12-13 00:00:00,2020-03-20 00:00:00,2000-12-13 00:00:00,2020-03-20 00:00:00,1,1
3039,89,VEHICLE,Vehicle,2,2000-12-13 00:00:00,2020-03-20 00:00:00,2000-12-13 00:00:00,2020-03-20 00:00:00,1,1
3040,89,WALKING,Walking,1,2000-12-13 00:00:00,2020-03-20 00:00:00,2000-12-13 00:00:00,2020-03-20 00:00:00,1,1
3041,82,PILOT,Pilot,0,2000-12-13 00:00:00,2020-02-19 00:00:00,2000-12-13 00:00:00,2020-02-19 00:00:00,1,1
3042,82,LEADER,Leader,0,2000-12-13 00:00:00,2020-02-19 00:00:00,2000-12-13 00:00:00,2020-02-19 00:00:00,1,1
3043,82,SURVEYOR,Surveyor,0,2000-12-13 00:00:00,2020-02-19 00:00:00,2000-12-13 00:00:00,2020-02-19 00:00:00,1,1
3044,82,NAVIGATOR,Navigator,0,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3045,82,COORDINATOR,Coordinator,0,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3046,100,F,Fresh,3,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3047,100,G,Growing season,7,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3048,100,H,Heard,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3049,100,O,Old,5,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3050,100,S,Seen,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3051,100,U,Undetermined,6,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3052,100,W,Winter season,8,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3053,100,Y,Year,4,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3054,101,CR,Crest,1,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3055,101,DP,Depression,6,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3056,101,LV,Level,7,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3057,101,LW,Lower slope,4,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3058,101,MD,Middle slope,3,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3059,101,TO,Toe,5,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3060,101,UP,Upper slope,2,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3061,102,I,Imperfectly drained,5,2000-12-13 00:00:00,2015-07-16 00:00:00,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
3062,102,M,Moderately well drained,4,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3063,102,P,Poorly drained,6,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3064,102,R,Rapidly drained,2,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3065,102,V,Very poorly drained,7,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3066,102,W,Well drained,3,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3067,102,X,Very rapidly drained,1,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3068,103,0,Very xeric,1,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3069,103,1,Xeric,2,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3070,103,2,Subxeric,3,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3071,103,3,Submesic,4,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3072,103,4,Mesic,5,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3073,103,5,Subhygric,6,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3074,103,6,Hydric,7,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3075,103,7,Subhydric,8,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3076,103,8,Hydric,9,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3077,104,A,Very Poor (VP),1,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3078,104,B,Poor (P),2,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3079,104,C,Medium (M),3,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3080,104,D,Rich (R),4,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3081,104,E,Very Rich (VR),5,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3082,104,F,Saline (S),6,2000-12-13 00:00:00,2017-05-16 00:00:00,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
3083,92,10,<10%,1,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3084,92,70,>70%,4,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3085,92,10-35,10-35%,2,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3086,94,C,Strongly cemented horizon,1,2000-12-13 00:00:00,2015-07-16 00:00:00,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
3087,94,L,Lithic Contact,4,2000-12-13 00:00:00,2015-07-16 00:00:00,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
3088,94,P,Clay pan or restriction due to fines,2,2000-12-13 00:00:00,2015-07-16 00:00:00,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
3089,94,W,Excessive moisture,5,2000-12-13 00:00:00,2015-07-16 00:00:00,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
3090,95,1,Non-vegetated/sparse,1,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3091,95,3,Shrub/herb,10,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3092,95,5,Young Forest,14,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3093,95,6,Mature Forest,15,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3094,95,1A,Non-vegetated,2,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3095,95,1C,Bryoid,4,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3096,95,2A,Forb-dominated,6,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3097,95,2C,Aquatic,8,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3098,95,2D,Dwarf shrub,9,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3099,95,3B,Tall shrub,12,2000-12-13 00:00:00,2015-07-28 00:00:00,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
3100,71,CALL PLAYBACK STATION,Call playback,,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3101,71,CARNIVORE DETECTION STN,Carnivore Detection,,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3102,74,7,Omineca,7,2000-12-13 00:00:00,2009-10-09 00:00:00,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
3103,74,V,Victoria,,2000-12-13 00:00:00,2007-08-31 00:00:00,2000-12-13 00:00:00,2007-08-31 00:00:00,1,1
3104,35,S,Snow,7,2000-12-13 00:00:00,2007-03-19 00:00:00,2000-12-13 00:00:00,2007-03-19 00:00:00,1,1
3105,47,STREAM_WIDTH,No Code-set,40,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3106,47,COW/2_CALVES,No Code-set,11,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3107,47,COW/1_CALF,No Code-set,10,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3108,47,AGE,No Code-set,1,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3109,47,PH,No Code-set,33,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3110,47,DO,No Code-set,15,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3111,47,SUBSTRATE,The material in which the organism was origanally detected.,57,2000-12-13 00:00:00,2020-10-06 00:00:00,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
3112,5,HAIR,Detector - Hair snag traps,,2000-12-13 00:00:00,2007-03-14 00:00:00,2000-12-13 00:00:00,2007-03-14 00:00:00,1,1
3113,5,CAMR,Detector - Camera station,11,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3114,5,TRCK,Detector - Track station,12,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3115,5,DROP,Net - Drop net,13,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3116,5,NGUN,Net - Net gun,14,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3117,5,NDIP,Net - Dip net,15,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3118,5,MIST,Net - Mist net,16,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3119,5,SEIN,Net - Seine net,17,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3120,5,PIT,Pitfall - Pitfall,18,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3121,5,FPIT,Pitfall - Floating pitfall trap,19,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3122,5,CAGE,Trap - Containment trap,20,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3123,5,MINN,Trap - Minnow trap,22,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3124,5,HARP,Trap - Harp Trap,25,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3125,5,SNAR,Trap - Snare trap,28,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3126,5,CORE,Arthropod -Soil Core,31,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3127,5,FUNN,Trap - Funnel trap,21,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3128,5,THRO,Trap - Throw trap,23,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3129,5,ACO,Trap - Artificial Cover Object,24,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3130,5,LEG,Trap - Leg hold trap,26,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3131,5,SNAP,Trap - Snap trap,27,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3132,5,FLT,Arthropod - Flight Trap,29,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3133,5,PAN,Arthropod - Pan/Window Trap,30,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3134,5,SIFT,Arthropod - Litter Sifting,33,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3135,5,SWEP,Arthropod - Beating &/or Sweeping,34,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3136,5,SRCH,Arthropod - Search,35,2000-12-13 00:00:00,2013-11-06 00:00:00,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
3137,25,BKTG,Back tag,20,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3138,25,NASA,Nasal,22,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3139,25,STRM,Streamer,24,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3140,25,ETAG,Ear tag,3,2000-12-13 00:00:00,2018-07-16 00:00:00,2000-12-13 00:00:00,2018-07-16 00:00:00,1,1
3141,25,HORN,Horn,8,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3142,25,WGBD,Wing band,30,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3143,25,SCUT,Scute Removal,31,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3144,25,RADIO,Radio - General transmitter,,2000-12-13 00:00:00,2010-11-02 00:00:00,2000-12-13 00:00:00,2010-11-02 00:00:00,1,1
3145,25,CLIP,Clipped,33,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3146,25,DESC,Description,42,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3147,25,FLRD,Fluorescence or radiation,34,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3148,25,NKBD,Neckband,6,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3149,25,TAG,Tag,40,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3150,25,TATO,Tattoo,41,2000-12-13 00:00:00,2018-11-20 00:00:00,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
3151,69,NM,New Moon,1,2000-12-13 00:00:00,2015-07-27 00:00:00,2000-12-13 00:00:00,2015-07-27 00:00:00,1,1
3152,69,FQ,First Quarter,3,2000-12-13 00:00:00,2015-07-27 00:00:00,2000-12-13 00:00:00,2015-07-27 00:00:00,1,1
3153,108,N,New material added,2,2007-02-22 00:00:00,2007-04-18 00:00:00,2007-02-22 00:00:00,2007-04-18 00:00:00,1,1
3154,108,O,"Old, unused appearance",3,2007-02-22 00:00:00,2007-04-18 00:00:00,2007-02-22 00:00:00,2007-04-18 00:00:00,1,1
3155,109,ENCOUNTER,ENCOUNTER,1,2007-03-09 00:00:00,2020-02-19 00:00:00,2007-03-09 00:00:00,2020-02-19 00:00:00,1,1
3156,109,FIXED-WIDTH,FIXED-WIDTH,2,2007-03-09 00:00:00,2007-03-22 00:00:00,2007-03-09 00:00:00,2007-03-22 00:00:00,1,1
3157,109,LINE,LINE,3,2007-03-09 00:00:00,2007-03-22 00:00:00,2007-03-09 00:00:00,2007-03-22 00:00:00,1,1
3158,110,ONE,One,1,2007-03-14 00:00:00,2009-10-09 00:00:00,2007-03-14 00:00:00,2009-10-09 00:00:00,1,1
3159,110,TF,Two to five,2,2007-03-14 00:00:00,2009-10-09 00:00:00,2007-03-14 00:00:00,2009-10-09 00:00:00,1,1
3160,110,ST,Six to ten,3,2007-03-14 00:00:00,2009-10-09 00:00:00,2007-03-14 00:00:00,2009-10-09 00:00:00,1,1
3161,111,HCM,Hair - Capture Mechanism,8,2007-03-14 00:00:00,2019-05-14 00:00:00,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
3162,111,HDC,Hair - Described in Comments,10,2007-03-14 00:00:00,2019-05-14 00:00:00,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
3163,111,HSH,Hair - Shed,9,2007-03-14 00:00:00,2019-05-14 00:00:00,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
3164,111,EX,Excrement,7,2007-03-14 00:00:00,2019-05-14 00:00:00,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
3165,111,BO,Bone,5,2007-03-14 00:00:00,2019-05-14 00:00:00,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
3166,111,TO,Tooth,16,2007-03-14 00:00:00,2019-05-14 00:00:00,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
3167,111,DC,Described in Comments,17,2007-03-14 00:00:00,2019-05-14 00:00:00,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
3168,5,HR-VE,Hair - Velcro,8,2007-03-14 00:00:00,2013-11-06 00:00:00,2007-03-14 00:00:00,2013-11-06 00:00:00,1,1
3169,5,HR-CA,Hair - carpet boards,9,2007-03-14 00:00:00,2013-11-06 00:00:00,2007-03-14 00:00:00,2013-11-06 00:00:00,1,1
3170,112,HR-DC,Hair - Described in Comments,6,2007-03-14 00:00:00,2013-11-06 00:00:00,2007-03-14 00:00:00,2013-11-06 00:00:00,1,1
3171,47,MICROSAT-MA2,No Code-set,24,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3172,47,MICROSAT-TT1,No Code-set,28,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3173,47,MICROSAT-TT2,No Code-set,29,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3174,47,MICROSAT-TT3,No Code-set,30,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3175,47,MICROSAT-TT4,No Code-set,31,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3176,47,MICROSAT-MVIS73,No Code-set,27,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3177,47,MICROSAT-MP0120,No Code-set,25,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3178,47,MICROSAT-MP0182,No Code-set,26,2007-03-15 00:00:00,2020-10-06 00:00:00,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
3179,113,27,27,2,2007-03-15 00:00:00,2007-03-15 00:00:00,2007-03-15 00:00:00,2007-03-15 00:00:00,1,1
3180,113,83,83,1,2007-03-15 00:00:00,2007-03-15 00:00:00,2007-03-15 00:00:00,2007-03-15 00:00:00,1,1
3181,13,STREAM REACH,STREAM REACH,5,2007-03-15 00:00:00,2008-04-03 00:00:00,2007-03-15 00:00:00,2008-04-03 00:00:00,1,1
3182,5,HR-DC,Hair - Described in Comments,10,2007-03-15 00:00:00,2013-11-06 00:00:00,2007-03-15 00:00:00,2013-11-06 00:00:00,1,1
3183,115,YOY,Young of Year,6,2007-03-19 00:00:00,2008-12-05 00:00:00,2007-03-19 00:00:00,2008-12-05 00:00:00,1,1
3184,115,1,One Year,5,2007-03-19 00:00:00,2007-04-18 00:00:00,2007-03-19 00:00:00,2007-04-18 00:00:00,1,1
3185,115,2,Two Years,4,2007-03-19 00:00:00,2007-04-18 00:00:00,2007-03-19 00:00:00,2007-04-18 00:00:00,1,1
3186,15,CA,Call,1,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3187,15,DC,Described in Comments,9,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3188,15,DR,Drumming,3,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3189,15,SO,Song,2,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3190,15,VI,Visual,0,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3191,15,WB,Wingbeats,7,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3192,15,KC,Keer Call,5,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3193,15,QU,Quack,6,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3194,15,TA,Tapping,4,2007-04-19 00:00:00,2019-10-31 00:00:00,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
3195,119,NN,Non-nesting,3,2007-08-28 00:00:00,2020-02-19 00:00:00,2007-08-28 00:00:00,2020-02-19 00:00:00,1,1
